order_id,date,year,month_num,month_name,category,product,region,channel,quantity,unit_price,revenue,cost,profit
710,2023-04-14,2023,4,Apr 2023,Electronics,Smartphone,West,Online,5,450,2250,1097,1153
711,2023-04-14,2023,4,Apr 2023,Sports,Water Bottle,Central,Online,5,47,235,114,121
712,2023-04-14,2023,4,Apr 2023,Sports,Yoga Mat,West,Online,1,51,51,24,27
713,2023-04-14,2023,4,Apr 2023,Clothing,Jacket,Central,In-Store,2,48,96,44,52
714,2023-04-15,2023,4,Apr 2023,Food & Beverage,Coffee Beans,East,Online,3,16,48,26,22
715,2023-04-15,2023,4,Apr 2023,Food & Beverage,Energy Drink,North,In-Store,5,13,65,40,25
716,2023-04-15,2023,4,Apr 2023,Home & Garden,Rug,Central,Online,2,33,66,31,35
717,2023-04-15,2023,4,Apr 2023,Clothing,Dress,Central,In-Store,2,57,114,50,64
718,2023-04-15,2023,4,Apr 2023,Clothing,Sneakers,Central,In-Store,1,48,48,29,19
719,2023-04-15,2023,4,Apr 2023,Clothing,Jeans,West,In-Store,2,76,152,88,64
720,2023-04-15,2023,4,Apr 2023,Clothing,Jeans,West,In-Store,2,67,134,84,50
721,2023-04-16,2023,4,Apr 2023,Food & Beverage,Smoothie,West,Online,3,12,36,15,21
722,2023-04-16,2023,4,Apr 2023,Food & Beverage,Smoothie,West,Online,1,10,10,4,6
723,2023-04-16,2023,4,Apr 2023,Clothing,Sneakers,East,Online,1,80,80,42,38
724,2023-04-16,2023,4,Apr 2023,Home & Garden,LED Lamp,Central,Mobile App,2,37,74,40,34
725,2023-04-16,2023,4,Apr 2023,Electronics,Monitor,East,In-Store,3,592,1776,923,853
726,2023-04-16,2023,4,Apr 2023,Electronics,Smartphone,West,In-Store,4,484,1936,1064,872
727,2023-04-17,2023,4,Apr 2023,Home & Garden,Rug,East,Mobile App,5,52,260,115,145
728,2023-04-17,2023,4,Apr 2023,Clothing,T-Shirt,Central,Mobile App,1,57,57,29,28
729,2023-04-17,2023,4,Apr 2023,Food & Beverage,Green Tea,Central,In-Store,3,11,33,18,15
730,2023-04-17,2023,4,Apr 2023,Electronics,Laptop,West,In-Store,3,439,1317,669,648
731,2023-04-17,2023,4,Apr 2023,Sports,Jump Rope,Central,Mobile App,2,29,58,33,25
732,2023-04-17,2023,4,Apr 2023,Sports,Running Shoes,East,Mobile App,5,36,180,92,88
733,2023-04-17,2023,4,Apr 2023,Home & Garden,Pillow Set,South,In-Store,1,55,55,26,29
734,2023-04-18,2023,4,Apr 2023,Clothing,Dress,Central,In-Store,4,54,216,102,114
735,2023-04-18,2023,4,Apr 2023,Electronics,Monitor,East,In-Store,2,354,708,355,353
736,2023-04-18,2023,4,Apr 2023,Clothing,Jeans,East,Online,1,66,66,26,40
737,2023-04-18,2023,4,Apr 2023,Electronics,Monitor,East,Mobile App,1,592,592,335,257
738,2023-04-18,2023,4,Apr 2023,Home & Garden,Wall Clock,Central,In-Store,3,66,198,121,77
739,2023-04-18,2023,4,Apr 2023,Home & Garden,Rug,South,Online,5,52,260,127,133
740,2023-04-18,2023,4,Apr 2023,Sports,Water Bottle,West,Online,4,37,148,60,88
741,2023-04-19,2023,4,Apr 2023,Clothing,Dress,West,Mobile App,5,69,345,223,122
742,2023-04-19,2023,4,Apr 2023,Sports,Dumbbells,Central,In-Store,3,50,150,69,81
743,2023-04-19,2023,4,Apr 2023,Clothing,Sneakers,Central,Online,4,81,324,139,185
744,2023-04-19,2023,4,Apr 2023,Sports,Yoga Mat,North,Online,4,33,132,65,67
745,2023-04-19,2023,4,Apr 2023,Food & Beverage,Energy Drink,South,In-Store,2,13,26,15,11
746,2023-04-19,2023,4,Apr 2023,Food & Beverage,Protein Bar,East,Online,4,13,52,24,28
747,2023-04-19,2023,4,Apr 2023,Food & Beverage,Energy Drink,East,Online,1,16,16,8,8
748,2023-04-20,2023,4,Apr 2023,Food & Beverage,Smoothie,West,In-Store,5,19,95,47,48
749,2023-04-20,2023,4,Apr 2023,Electronics,Monitor,Central,In-Store,5,551,2755,1183,1572
750,2023-04-20,2023,4,Apr 2023,Food & Beverage,Protein Bar,South,Mobile App,2,11,22,10,12
751,2023-04-20,2023,4,Apr 2023,Home & Garden,Pillow Set,West,Online,4,57,228,132,96
752,2023-04-20,2023,4,Apr 2023,Home & Garden,Rug,South,Online,3,60,180,99,81
753,2023-04-20,2023,4,Apr 2023,Electronics,Laptop,Central,Online,1,465,465,199,266
754,2023-04-20,2023,4,Apr 2023,Food & Beverage,Protein Bar,East,Online,2,18,36,15,21
755,2023-04-21,2023,4,Apr 2023,Food & Beverage,Energy Drink,North,Online,4,15,60,33,27
756,2023-04-21,2023,4,Apr 2023,Food & Beverage,Energy Drink,South,In-Store,3,21,63,38,25
757,2023-04-21,2023,4,Apr 2023,Sports,Yoga Mat,East,Online,4,48,192,93,99
758,2023-04-21,2023,4,Apr 2023,Clothing,Dress,South,Mobile App,2,67,134,73,61
759,2023-04-21,2023,4,Apr 2023,Sports,Dumbbells,South,Online,3,43,129,57,72
760,2023-04-21,2023,4,Apr 2023,Clothing,T-Shirt,South,In-Store,3,84,252,120,132
761,2023-04-21,2023,4,Apr 2023,Food & Beverage,Smoothie,Central,Mobile App,3,16,48,19,29
762,2023-04-22,2023,4,Apr 2023,Food & Beverage,Protein Bar,West,Online,3,14,42,24,18
763,2023-04-22,2023,4,Apr 2023,Sports,Water Bottle,South,Online,4,45,180,90,90
764,2023-04-22,2023,4,Apr 2023,Sports,Dumbbells,Central,In-Store,3,30,90,54,36
765,2023-04-22,2023,4,Apr 2023,Clothing,Jacket,North,In-Store,4,60,240,138,102
766,2023-04-22,2023,4,Apr 2023,Home & Garden,LED Lamp,West,In-Store,3,62,186,112,74
767,2023-04-22,2023,4,Apr 2023,Clothing,Jacket,Central,Online,3,76,228,107,121
768,2023-04-23,2023,4,Apr 2023,Sports,Dumbbells,North,In-Store,2,35,70,31,39
769,2023-04-23,2023,4,Apr 2023,Sports,Running Shoes,West,In-Store,4,30,120,77,43
770,2023-04-23,2023,4,Apr 2023,Electronics,Tablet,Central,Online,4,492,1968,1140,828
771,2023-04-23,2023,4,Apr 2023,Sports,Jump Rope,North,Mobile App,5,32,160,97,63
772,2023-04-23,2023,4,Apr 2023,Electronics,Headphones,Central,In-Store,2,420,840,338,502
773,2023-04-23,2023,4,Apr 2023,Home & Garden,Pillow Set,North,In-Store,4,58,232,113,119
774,2023-04-23,2023,4,Apr 2023,Clothing,Sneakers,South,Mobile App,2,54,108,63,45
775,2023-04-24,2023,4,Apr 2023,Clothing,Jacket,South,In-Store,2,63,126,52,74
776,2023-04-24,2023,4,Apr 2023,Electronics,Laptop,West,Online,2,504,1008,546,462
777,2023-04-24,2023,4,Apr 2023,Clothing,Sneakers,North,In-Store,1,89,89,45,44
778,2023-04-24,2023,4,Apr 2023,Sports,Yoga Mat,South,In-Store,4,35,140,56,84
779,2023-04-24,2023,4,Apr 2023,Food & Beverage,Energy Drink,West,In-Store,2,11,22,10,12
780,2023-04-24,2023,4,Apr 2023,Electronics,Headphones,East,Mobile App,1,385,385,181,204
781,2023-04-24,2023,4,Apr 2023,Clothing,T-Shirt,South,Online,1,70,70,29,41
782,2023-04-25,2023,4,Apr 2023,Electronics,Headphones,South,Online,3,589,1767,985,782
783,2023-04-25,2023,4,Apr 2023,Electronics,Tablet,Central,In-Store,3,517,1551,714,837
784,2023-04-25,2023,4,Apr 2023,Food & Beverage,Green Tea,East,In-Store,4,15,60,28,32
785,2023-04-25,2023,4,Apr 2023,Sports,Yoga Mat,North,Online,3,26,78,48,30
786,2023-04-25,2023,4,Apr 2023,Electronics,Laptop,West,Mobile App,4,556,2224,1149,1075
787,2023-04-25,2023,4,Apr 2023,Clothing,Jacket,East,Online,1,66,66,32,34
788,2023-04-25,2023,4,Apr 2023,Home & Garden,LED Lamp,North,Online,1,36,36,20,16
789,2023-04-26,2023,4,Apr 2023,Electronics,Tablet,South,Mobile App,4,391,1564,981,583
790,2023-04-26,2023,4,Apr 2023,Electronics,Tablet,West,Online,3,399,1197,486,711
791,2023-04-26,2023,4,Apr 2023,Food & Beverage,Green Tea,West,Mobile App,3,11,33,16,17
792,2023-04-26,2023,4,Apr 2023,Sports,Dumbbells,East,Online,4,41,164,90,74
793,2023-04-26,2023,4,Apr 2023,Home & Garden,Plant Pot,Central,Online,5,38,190,91,99
794,2023-04-26,2023,4,Apr 2023,Clothing,Dress,North,In-Store,3,54,162,96,66
795,2023-04-26,2023,4,Apr 2023,Home & Garden,Rug,East,Mobile App,2,37,74,47,27
796,2023-04-27,2023,4,Apr 2023,Clothing,Jacket,Central,Online,3,87,261,165,96
797,2023-04-27,2023,4,Apr 2023,Sports,Dumbbells,Central,Online,5,48,240,111,129
798,2023-04-27,2023,4,Apr 2023,Clothing,Jeans,Central,In-Store,1,53,53,24,29
799,2023-04-27,2023,4,Apr 2023,Food & Beverage,Energy Drink,West,Online,1,14,14,8,6
800,2023-04-27,2023,4,Apr 2023,Food & Beverage,Coffee Beans,North,Mobile App,1,13,13,6,7
801,2023-04-27,2023,4,Apr 2023,Food & Beverage,Protein Bar,North,Online,3,16,48,21,27
802,2023-04-27,2023,4,Apr 2023,Food & Beverage,Smoothie,East,Mobile App,1,10,10,5,5
803,2023-04-28,2023,4,Apr 2023,Home & Garden,Plant Pot,South,Online,5,55,275,129,146
804,2023-04-28,2023,4,Apr 2023,Sports,Yoga Mat,East,In-Store,5,39,195,91,104
805,2023-04-28,2023,4,Apr 2023,Clothing,Jacket,North,In-Store,3,85,255,158,97
806,2023-04-28,2023,4,Apr 2023,Clothing,Jeans,West,Online,2,49,98,43,55
807,2023-04-28,2023,4,Apr 2023,Food & Beverage,Green Tea,East,Mobile App,3,20,60,24,36
808,2023-04-28,2023,4,Apr 2023,Food & Beverage,Protein Bar,South,Online,1,20,20,9,11
809,2023-04-28,2023,4,Apr 2023,Electronics,Tablet,East,Online,3,400,1200,662,538
810,2023-04-29,2023,4,Apr 2023,Sports,Running Shoes,Central,Online,5,35,175,75,100
811,2023-04-29,2023,4,Apr 2023,Home & Garden,Pillow Set,South,Mobile App,3,37,111,57,54
812,2023-04-29,2023,4,Apr 2023,Clothing,Dress,Central,Online,3,54,162,90,72
813,2023-04-29,2023,4,Apr 2023,Electronics,Headphones,West,In-Store,2,455,910,557,353
814,2023-04-29,2023,4,Apr 2023,Electronics,Smartphone,North,In-Store,5,572,2860,1308,1552
815,2023-04-29,2023,4,Apr 2023,Clothing,Dress,East,Online,4,61,244,147,97
816,2023-04-30,2023,4,Apr 2023,Home & Garden,Pillow Set,East,Online,4,65,260,119,141
817,2023-04-30,2023,4,Apr 2023,Electronics,Headphones,Central,Online,5,400,2000,1138,862
818,2023-04-30,2023,4,Apr 2023,Electronics,Tablet,Central,Online,4,739,2956,1500,1456
819,2023-04-30,2023,4,Apr 2023,Sports,Running Shoes,North,Online,1,30,30,12,18
820,2023-04-30,2023,4,Apr 2023,Home & Garden,Plant Pot,East,In-Store,4,59,236,136,100
821,2023-04-30,2023,4,Apr 2023,Electronics,Monitor,North,Mobile App,1,485,485,220,265
822,2023-04-30,2023,4,Apr 2023,Home & Garden,Plant Pot,Central,Online,5,36,180,79,101
823,2023-05-01,2023,5,May 2023,Clothing,Dress,Central,In-Store,4,83,332,162,170
824,2023-05-01,2023,5,May 2023,Food & Beverage,Energy Drink,South,Online,4,14,56,31,25
825,2023-05-01,2023,5,May 2023,Electronics,Headphones,Central,In-Store,1,613,613,281,332
826,2023-05-01,2023,5,May 2023,Sports,Running Shoes,Central,Mobile App,1,40,40,17,23
827,2023-05-01,2023,5,May 2023,Clothing,Jacket,North,Online,3,64,192,77,115
828,2023-05-01,2023,5,May 2023,Home & Garden,Rug,South,In-Store,2,49,98,50,48
829,2023-05-01,2023,5,May 2023,Clothing,Jacket,South,In-Store,4,77,308,156,152
830,2023-05-02,2023,5,May 2023,Electronics,Laptop,East,In-Store,2,385,770,353,417
831,2023-05-02,2023,5,May 2023,Home & Garden,Pillow Set,West,Online,2,55,110,45,65
832,2023-05-02,2023,5,May 2023,Food & Beverage,Energy Drink,East,Online,4,21,84,42,42
833,2023-05-02,2023,5,May 2023,Clothing,T-Shirt,East,Online,1,44,44,26,18
834,2023-05-02,2023,5,May 2023,Electronics,Headphones,East,Online,3,406,1218,705,513
835,2023-05-02,2023,5,May 2023,Sports,Running Shoes,South,In-Store,5,44,220,135,85
836,2023-05-02,2023,5,May 2023,Home & Garden,LED Lamp,North,Online,4,47,188,75,113
837,2023-05-03,2023,5,May 2023,Clothing,Dress,Central,Mobile App,4,61,244,156,88
838,2023-05-03,2023,5,May 2023,Clothing,T-Shirt,South,Online,5,48,240,116,124
839,2023-05-03,2023,5,May 2023,Food & Beverage,Protein Bar,Central,Online,2,16,32,20,12
840,2023-05-03,2023,5,May 2023,Food & Beverage,Energy Drink,Central,In-Store,3,12,36,16,20
841,2023-05-03,2023,5,May 2023,Sports,Jump Rope,West,Online,2,37,74,38,36
842,2023-05-03,2023,5,May 2023,Sports,Yoga Mat,East,In-Store,5,45,225,109,116
843,2023-05-03,2023,5,May 2023,Electronics,Headphones,West,Online,5,453,2265,1107,1158
844,2023-05-04,2023,5,May 2023,Electronics,Laptop,East,Online,3,542,1626,992,634
845,2023-05-04,2023,5,May 2023,Sports,Running Shoes,South,Online,5,52,260,152,108
846,2023-05-04,2023,5,May 2023,Sports,Jump Rope,Central,Online,5,43,215,139,76
847,2023-05-04,2023,5,May 2023,Home & Garden,Pillow Set,West,Mobile App,3,61,183,101,82
848,2023-05-04,2023,5,May 2023,Food & Beverage,Energy Drink,South,Online,4,15,60,30,30
849,2023-05-04,2023,5,May 2023,Electronics,Headphones,South,Mobile App,2,657,1314,555,759
850,2023-05-04,2023,5,May 2023,Food & Beverage,Energy Drink,East,Online,4,10,40,25,15
851,2023-05-05,2023,5,May 2023,Food & Beverage,Smoothie,Central,In-Store,4,11,44,23,21
852,2023-05-05,2023,5,May 2023,Sports,Jump Rope,East,In-Store,2,30,60,34,26
853,2023-05-05,2023,5,May 2023,Home & Garden,Plant Pot,East,Mobile App,4,45,180,90,90
854,2023-05-05,2023,5,May 2023,Clothing,Sneakers,South,In-Store,3,82,246,132,114
855,2023-05-05,2023,5,May 2023,Home & Garden,Wall Clock,East,Mobile App,2,43,86,54,32
856,2023-05-05,2023,5,May 2023,Home & Garden,LED Lamp,North,In-Store,1,55,55,24,31
857,2023-05-06,2023,5,May 2023,Food & Beverage,Protein Bar,Central,Online,4,19,76,35,41
858,2023-05-06,2023,5,May 2023,Home & Garden,LED Lamp,East,Mobile App,5,52,260,113,147
859,2023-05-06,2023,5,May 2023,Electronics,Headphones,East,Mobile App,2,492,984,588,396
860,2023-05-06,2023,5,May 2023,Food & Beverage,Protein Bar,West,Online,1,17,17,7,10
861,2023-05-06,2023,5,May 2023,Electronics,Tablet,Central,Mobile App,5,486,2430,1021,1409
862,2023-05-06,2023,5,May 2023,Clothing,Jacket,Central,In-Store,1,46,46,21,25
863,2023-05-06,2023,5,May 2023,Food & Beverage,Smoothie,East,Mobile App,4,22,88,46,42
864,2023-05-07,2023,5,May 2023,Clothing,T-Shirt,North,Mobile App,5,48,240,120,120
865,2023-05-07,2023,5,May 2023,Food & Beverage,Protein Bar,West,Mobile App,4,11,44,18,26
866,2023-05-07,2023,5,May 2023,Sports,Jump Rope,North,Mobile App,5,49,245,156,89
867,2023-05-07,2023,5,May 2023,Home & Garden,Wall Clock,East,Online,2,42,84,53,31
868,2023-05-07,2023,5,May 2023,Sports,Yoga Mat,Central,Online,3,42,126,59,67
869,2023-05-07,2023,5,May 2023,Clothing,Dress,Central,Online,3,57,171,99,72
870,2023-05-07,2023,5,May 2023,Home & Garden,Plant Pot,North,Online,1,45,45,24,21
871,2023-05-08,2023,5,May 2023,Food & Beverage,Protein Bar,South,Online,5,13,65,29,36
872,2023-05-08,2023,5,May 2023,Home & Garden,Wall Clock,East,In-Store,4,43,172,80,92
873,2023-05-08,2023,5,May 2023,Electronics,Laptop,Central,Online,2,514,1028,537,491
874,2023-05-08,2023,5,May 2023,Home & Garden,Rug,South,In-Store,2,57,114,57,57
875,2023-05-08,2023,5,May 2023,Electronics,Smartphone,Central,Mobile App,2,554,1108,523,585
876,2023-05-08,2023,5,May 2023,Home & Garden,LED Lamp,Central,In-Store,3,65,195,117,78
877,2023-05-08,2023,5,May 2023,Electronics,Monitor,South,Online,4,366,1464,761,703
878,2023-05-09,2023,5,May 2023,Clothing,Dress,North,Online,2,66,132,74,58
879,2023-05-09,2023,5,May 2023,Sports,Yoga Mat,East,Online,2,40,80,35,45
880,2023-05-09,2023,5,May 2023,Food & Beverage,Green Tea,South,Online,1,21,21,11,10
881,2023-05-09,2023,5,May 2023,Home & Garden,LED Lamp,South,In-Store,5,33,165,79,86
882,2023-05-09,2023,5,May 2023,Sports,Yoga Mat,Central,In-Store,5,40,200,106,94
883,2023-05-09,2023,5,May 2023,Food & Beverage,Smoothie,South,In-Store,5,20,100,59,41
884,2023-05-09,2023,5,May 2023,Food & Beverage,Coffee Beans,East,Online,1,13,13,7,6
885,2023-05-10,2023,5,May 2023,Electronics,Monitor,North,Online,3,700,2100,1025,1075
886,2023-05-10,2023,5,May 2023,Clothing,Sneakers,North,In-Store,1,42,42,24,18
887,2023-05-10,2023,5,May 2023,Clothing,Dress,North,Online,2,77,154,97,57
888,2023-05-10,2023,5,May 2023,Sports,Jump Rope,East,In-Store,4,50,200,111,89
889,2023-05-10,2023,5,May 2023,Clothing,Dress,Central,Mobile App,2,73,146,63,83
890,2023-05-10,2023,5,May 2023,Home & Garden,Pillow Set,East,Online,2,47,94,53,41
891,2023-05-10,2023,5,May 2023,Clothing,Dress,South,In-Store,4,44,176,75,101
892,2023-05-11,2023,5,May 2023,Sports,Dumbbells,West,In-Store,5,50,250,154,96
893,2023-05-11,2023,5,May 2023,Clothing,Jeans,West,In-Store,1,64,64,33,31
894,2023-05-11,2023,5,May 2023,Home & Garden,Plant Pot,West,Online,3,32,96,47,49
895,2023-05-11,2023,5,May 2023,Electronics,Headphones,North,Mobile App,2,625,1250,517,733
896,2023-05-11,2023,5,May 2023,Sports,Yoga Mat,East,Online,2,37,74,36,38
897,2023-05-11,2023,5,May 2023,Electronics,Smartphone,East,In-Store,3,399,1197,749,448
898,2023-05-11,2023,5,May 2023,Electronics,Smartphone,North,Online,1,435,435,176,259
899,2023-05-12,2023,5,May 2023,Electronics,Tablet,South,Online,2,375,750,388,362
900,2023-05-12,2023,5,May 2023,Food & Beverage,Smoothie,West,Online,3,17,51,32,19
901,2023-05-12,2023,5,May 2023,Food & Beverage,Protein Bar,West,Online,2,17,34,16,18
902,2023-05-12,2023,5,May 2023,Electronics,Laptop,North,Online,5,552,2760,1399,1361
903,2023-05-12,2023,5,May 2023,Sports,Yoga Mat,West,Online,5,47,235,127,108
904,2023-05-12,2023,5,May 2023,Home & Garden,Rug,Central,Mobile App,2,62,124,63,61
905,2023-05-13,2023,5,May 2023,Home & Garden,Rug,East,Online,2,53,106,46,60
906,2023-05-13,2023,5,May 2023,Clothing,Sneakers,West,Mobile App,5,42,210,84,126
907,2023-05-13,2023,5,May 2023,Sports,Running Shoes,West,Mobile App,2,43,86,47,39
908,2023-05-13,2023,5,May 2023,Food & Beverage,Coffee Beans,Central,Online,1,15,15,9,6
909,2023-05-13,2023,5,May 2023,Electronics,Monitor,South,Online,1,576,576,245,331
910,2023-05-13,2023,5,May 2023,Clothing,T-Shirt,South,Online,4,73,292,132,160
911,2023-05-13,2023,5,May 2023,Home & Garden,Rug,Central,Mobile App,1,44,44,21,23
912,2023-05-14,2023,5,May 2023,Food & Beverage,Protein Bar,South,In-Store,2,21,42,25,17
913,2023-05-14,2023,5,May 2023,Food & Beverage,Coffee Beans,North,Mobile App,2,12,24,11,13
914,2023-05-14,2023,5,May 2023,Electronics,Smartphone,Central,Online,3,618,1854,1150,704
915,2023-05-14,2023,5,May 2023,Home & Garden,Plant Pot,East,Mobile App,1,31,31,12,19
916,2023-05-14,2023,5,May 2023,Sports,Running Shoes,East,Online,5,50,250,158,92
917,2023-05-14,2023,5,May 2023,Food & Beverage,Energy Drink,East,Mobile App,5,11,55,29,26
918,2023-05-14,2023,5,May 2023,Electronics,Smartphone,West,Online,4,387,1548,874,674
919,2023-05-15,2023,5,May 2023,Sports,Jump Rope,Central,In-Store,3,33,99,48,51
920,2023-05-15,2023,5,May 2023,Home & Garden,Pillow Set,Central,In-Store,5,44,220,131,89
921,2023-05-15,2023,5,May 2023,Food & Beverage,Coffee Beans,South,In-Store,4,13,52,22,30
922,2023-05-15,2023,5,May 2023,Sports,Dumbbells,Central,Online,1,40,40,16,24
923,2023-05-15,2023,5,May 2023,Sports,Yoga Mat,Central,In-Store,3,36,108,53,55
924,2023-05-15,2023,5,May 2023,Sports,Yoga Mat,South,Online,3,25,75,46,29
925,2023-05-15,2023,5,May 2023,Food & Beverage,Coffee Beans,Central,In-Store,2,14,28,16,12
926,2023-05-16,2023,5,May 2023,Food & Beverage,Energy Drink,Central,In-Store,1,20,20,10,10
927,2023-05-16,2023,5,May 2023,Clothing,Sneakers,North,Online,3,75,225,122,103
928,2023-05-16,2023,5,May 2023,Home & Garden,Rug,South,In-Store,4,57,228,98,130
929,2023-05-16,2023,5,May 2023,Electronics,Smartphone,North,Online,5,629,3145,1918,1227
930,2023-05-16,2023,5,May 2023,Sports,Running Shoes,West,Online,1,33,33,19,14
931,2023-05-16,2023,5,May 2023,Clothing,Jacket,South,Online,1,46,46,25,21
932,2023-05-16,2023,5,May 2023,Electronics,Headphones,Central,Mobile App,3,458,1374,709,665
933,2023-05-17,2023,5,May 2023,Clothing,T-Shirt,Central,In-Store,3,81,243,155,88
934,2023-05-17,2023,5,May 2023,Food & Beverage,Energy Drink,North,Mobile App,3,22,66,40,26
935,2023-05-17,2023,5,May 2023,Sports,Dumbbells,North,In-Store,4,38,152,85,67
936,2023-05-17,2023,5,May 2023,Electronics,Laptop,West,In-Store,2,353,706,348,358
937,2023-05-17,2023,5,May 2023,Electronics,Tablet,West,Online,3,406,1218,675,543
938,2023-05-17,2023,5,May 2023,Electronics,Tablet,Central,Mobile App,2,478,956,519,437
939,2023-05-17,2023,5,May 2023,Electronics,Smartphone,East,Online,2,581,1162,579,583
940,2023-05-18,2023,5,May 2023,Electronics,Smartphone,West,In-Store,1,380,380,181,199
941,2023-05-18,2023,5,May 2023,Clothing,Jeans,Central,Online,5,87,435,218,217
942,2023-05-18,2023,5,May 2023,Sports,Yoga Mat,West,Mobile App,5,34,170,92,78
943,2023-05-18,2023,5,May 2023,Food & Beverage,Smoothie,South,In-Store,4,21,84,42,42
944,2023-05-18,2023,5,May 2023,Food & Beverage,Protein Bar,North,Mobile App,4,19,76,35,41
945,2023-05-18,2023,5,May 2023,Food & Beverage,Smoothie,Central,Online,5,19,95,56,39
946,2023-05-18,2023,5,May 2023,Food & Beverage,Coffee Beans,West,Online,5,17,85,45,40
947,2023-05-19,2023,5,May 2023,Clothing,Dress,North,Online,1,72,72,30,42
948,2023-05-19,2023,5,May 2023,Home & Garden,Pillow Set,East,In-Store,1,54,54,26,28
949,2023-05-19,2023,5,May 2023,Sports,Jump Rope,West,Mobile App,5,42,210,130,80
950,2023-05-19,2023,5,May 2023,Electronics,Smartphone,Central,Online,3,571,1713,1008,705
951,2023-05-19,2023,5,May 2023,Home & Garden,Plant Pot,South,Online,3,67,201,96,105
952,2023-05-19,2023,5,May 2023,Food & Beverage,Protein Bar,North,Online,1,19,19,12,7
953,2023-05-20,2023,5,May 2023,Home & Garden,Pillow Set,North,In-Store,2,59,118,49,69
954,2023-05-20,2023,5,May 2023,Sports,Dumbbells,South,Online,5,48,240,153,87
955,2023-05-20,2023,5,May 2023,Electronics,Smartphone,Central,Mobile App,4,436,1744,804,940
956,2023-05-20,2023,5,May 2023,Electronics,Smartphone,East,Online,3,383,1149,462,687
957,2023-05-20,2023,5,May 2023,Sports,Water Bottle,South,In-Store,2,38,76,38,38
958,2023-05-20,2023,5,May 2023,Sports,Running Shoes,East,In-Store,3,38,114,55,59
959,2023-05-20,2023,5,May 2023,Food & Beverage,Protein Bar,Central,Online,2,20,40,21,19
960,2023-05-21,2023,5,May 2023,Electronics,Smartphone,West,In-Store,5,527,2635,1578,1057
961,2023-05-21,2023,5,May 2023,Home & Garden,LED Lamp,West,Online,5,52,260,158,102
962,2023-05-21,2023,5,May 2023,Clothing,T-Shirt,Central,In-Store,5,67,335,167,168
963,2023-05-21,2023,5,May 2023,Clothing,Sneakers,East,In-Store,1,43,43,21,22
964,2023-05-21,2023,5,May 2023,Sports,Yoga Mat,South,Online,2,41,82,35,47
965,2023-05-21,2023,5,May 2023,Food & Beverage,Energy Drink,Central,Mobile App,4,20,80,32,48
966,2023-05-21,2023,5,May 2023,Clothing,Jeans,Central,In-Store,4,49,196,109,87
967,2023-05-22,2023,5,May 2023,Electronics,Headphones,West,In-Store,5,587,2935,1221,1714
968,2023-05-22,2023,5,May 2023,Sports,Jump Rope,South,Online,4,41,164,95,69
969,2023-05-22,2023,5,May 2023,Home & Garden,Rug,West,Online,3,37,111,59,52
970,2023-05-22,2023,5,May 2023,Sports,Dumbbells,East,Online,2,27,54,24,30
971,2023-05-22,2023,5,May 2023,Home & Garden,Plant Pot,East,Mobile App,2,66,132,70,62
972,2023-05-22,2023,5,May 2023,Sports,Running Shoes,North,Mobile App,2,35,70,31,39
973,2023-05-22,2023,5,May 2023,Sports,Water Bottle,Central,Online,3,30,90,45,45
974,2023-05-23,2023,5,May 2023,Sports,Dumbbells,South,Online,1,29,29,17,12
975,2023-05-23,2023,5,May 2023,Home & Garden,Pillow Set,South,In-Store,3,55,165,85,80
976,2023-05-23,2023,5,May 2023,Home & Garden,Pillow Set,West,In-Store,2,53,106,46,60
977,2023-05-23,2023,5,May 2023,Sports,Water Bottle,West,Mobile App,2,42,84,48,36
978,2023-05-23,2023,5,May 2023,Clothing,Jacket,South,Online,2,46,92,41,51
979,2023-05-23,2023,5,May 2023,Food & Beverage,Coffee Beans,West,Online,4,21,84,49,35
980,2023-05-23,2023,5,May 2023,Food & Beverage,Coffee Beans,North,Online,1,15,15,7,8
981,2023-05-24,2023,5,May 2023,Food & Beverage,Coffee Beans,Central,Online,3,14,42,21,21
982,2023-05-24,2023,5,May 2023,Home & Garden,Pillow Set,North,Mobile App,2,48,96,58,38
983,2023-05-24,2023,5,May 2023,Home & Garden,Plant Pot,East,In-Store,5,45,225,129,96
984,2023-05-24,2023,5,May 2023,Clothing,Sneakers,South,Mobile App,1,83,83,33,50
985,2023-05-24,2023,5,May 2023,Food & Beverage,Green Tea,North,Online,5,21,105,49,56
986,2023-05-24,2023,5,May 2023,Food & Beverage,Smoothie,North,In-Store,1,14,14,8,6
987,2023-05-24,2023,5,May 2023,Sports,Running Shoes,West,In-Store,2,48,96,38,58
988,2023-05-25,2023,5,May 2023,Home & Garden,Wall Clock,West,Online,1,59,59,31,28
989,2023-05-25,2023,5,May 2023,Food & Beverage,Smoothie,West,In-Store,1,21,21,12,9
990,2023-05-25,2023,5,May 2023,Clothing,Jacket,East,In-Store,2,53,106,58,48
991,2023-05-25,2023,5,May 2023,Clothing,T-Shirt,North,Mobile App,5,69,345,203,142
992,2023-05-25,2023,5,May 2023,Food & Beverage,Protein Bar,Central,Online,5,13,65,37,28
993,2023-05-25,2023,5,May 2023,Home & Garden,LED Lamp,West,Mobile App,4,61,244,139,105
994,2023-05-26,2023,5,May 2023,Clothing,T-Shirt,East,Mobile App,5,42,210,127,83
995,2023-05-26,2023,5,May 2023,Sports,Dumbbells,East,In-Store,5,40,200,112,88
996,2023-05-26,2023,5,May 2023,Clothing,Jeans,West,In-Store,1,58,58,29,29
